Company,Job,Location,Salary,Skills
Jobspring Partners,Data Scientist with NLP experience,"San Jose, CA 95113 (Downtown area)","$150,000 - $170,000 a year",
"Magic Leap, Inc.","Software Engineer, Bluetooth","Mountain View, CA 94040",0,
Facebook,"Data Scientist, Analytics (Personalized Video)","Menlo Park, CA",0,
A9.com,Software Development Internship – Machine Learning (Summer 2...,"Palo Alto, CA",0,
MZ,"Senior Software Engineer, Monetization","Palo Alto, CA",0,
Chegg,Senior Marketing Analyst,"Santa Clara, CA 95054",0,
"Magic Leap, Inc.",Calibration Technician,"Mountain View, CA 94040",0,
Appnomic Systems Pvt. Ltd,USA - Data Scientist,"Sunnyvale, CA",0,
Natera,Document Specialist (Temporary),"San Carlos, CA 94070",0,
Boehringer Ingelheim,"Scientist, Protein Science","Fremont, CA",0,
ABB,Field Service Engineer,"San Jose, CA",0,
Ardelyx,Sr. Scientist - DMPK,"Fremont, CA 94555 (Northgate area)",0,
Centrillion,"Research Assistant/Associate, Product Science","Palo Alto, CA",0,
Quora,Data Scientist Intern,"Mountain View, CA",0,
Annual Reviews,Production Editor,"Palo Alto, CA 94306 (Barron Park area)",0,
Google,"Data Scientist, Operations and Engineering","Mountain View, CA",0,
SRI International,Assoc/Program Director--Cognition Research Program,"Menlo Park, CA 94025",0,
Gilead,Research Associate- Medicinal Chemistry,"Foster City, CA",0,
ON Semiconductor,"Scientist, Device Engineer","San Jose, CA",0,
Google,"Data Scientist / Quantitative Analyst, Engineering","Mountain View, CA",0,
Baidu USA,Research Scientist - Machine Learning,"Sunnyvale, CA 94089",0,
DNAnexus,Software Engineer in Test (SDET),"Mountain View, CA",0,
Apple,"Machine Learning Engineer, Proactive Intelligence","Santa Clara Valley, CA",0,
LeanTaas,Product Manager--iQueue,"Santa Clara, CA",0,
Stanford University,Bioethics Research Assistant-Fixed Term,"Stanford, CA 94305",0,
Nokia,Staff Engineer,"Mountain View, CA",0,
Walmart eCommerce,"Director, Database Engineering","Sunnyvale, CA",0,
"Samsung Semiconductor, Inc.",Senior Machine Learning SWE,"San Jose, CA",0,
KLA-Tencor,Research Scientist 3 (Algorithm Development),"Milpitas, CA",0,
PlaceIQ,Software Engineer,"Palo Alto, CA",0,
Adimab,Protein Structure Modeling Scientist,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",0,
Keysight Technologies,Mixed-Signal/Digital IC Researcher,"Santa Clara, CA",0,
Datanyze,Machine Learning Engineer,"San Mateo, CA 94402 (Beresford area)",0,
Stanford University,Accountant 1,"Stanford, CA 94305",0,
SLAC National Accelerator Laboratory,"LCLS Scientist – [Associate or Staff Scientist Level, dual p...","Menlo Park, CA",0,
Clinical Solutions Group,Sr. Statistical Programmer (Data Visualization),"San Mateo, CA",0,
NVIDIA,Data Scientist (DIGITS),"Santa Clara, CA",0,
Inscopix,Technical Program Manager,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",0,
Microsoft,Program Manager 2- Speech Services,"Sunnyvale, CA",0,
Natera,Oncology Bioinformatician,"San Carlos, CA 94070",0,
Ellie Mae,Senior Data Engineer,"Pleasanton, CA 94588",0,
Carbon3D,Materials Planner,"Redwood City, CA 94063",0,
Palo Alto Networks,Senior Software Engineer-Java Data Analytics,"Santa Clara, CA 95054",0,
Apple,Sr. Software Engineer - Quality,"Santa Clara Valley, CA",0,
C3 IoT,Corporate Counsel,"Redwood City, CA",0,
Amazon Corporate LLC,"AI Research Engineer, Alexa Artificial Intelligence","Sunnyvale, CA",0,
"Omnivision Technologies, Inc",Sr. Machine Learning Scientist,"Santa Clara, CA 95054",0,
VMware,Internship - NSX Edge Platform Team,"Palo Alto, CA",0,
Google,"Free-Space Optical Communications Lead (Loon), X","Mountain View, CA",0,
SLAC National Accelerator Laboratory,Research Associate – Experimental,"Menlo Park, CA",0,
Insight Data Science,Program Coordinator,"Palo Alto, CA",0,
Shutterfly,Market Research Analyst- Contractor,"Redwood City, CA",0,
Amazon Corporate LLC,Software Development Engineer - AWS & Machine Learning,"Palo Alto, CA",0,
Theranos,"Sr. Scientist, Hybridoma Generation","Palo Alto, CA",0,
Google,"Software Engineer, Tools and Infrastructure, Self-Driving Ca...","Mountain View, CA",0,
"Pharmacyclics, LLC",Statistical Programmer II,"Sunnyvale, CA",0,
Tetration Analytics,Senior Software Engineer - Controller,"Palo Alto, CA","$140,000 a year",
Groupon,Data Scientist/Testing & Measurement,"Palo Alto, CA 94306 (Barron Park area)",0,
Natera,Senior Scientist,"San Carlos, CA 94070",0,
Johnson Controls,"Principle Engineer / Scientist - Cloud Technology (San Jose,...","San Jose, CA",0,
Inscopix,"Product Manager, Instrumentation","Palo Alto, CA 94303 (Duveneck-Saint Francis area)",0,
Roche,Director Imaging and Algorithms,"Mountain View, CA",0,
Facebook,People Research Scientist,"Menlo Park, CA",0,
Jazz Pharmaceuticals,"Manager, Statistical Programming","Palo Alto, CA 94304",0,
Exponent,Associate/Engineer,"Menlo Park, CA 94025",0,
Natera,Scientist I (Emerging Technology and Cancer Biology),"San Carlos, CA 94070",0,
Brocade,Principal Data Scientist - 2673,"Sunnyvale, CA",0,
Centrillion,Life Sciences Purchasing Manager,"Palo Alto, CA",0,
Uber,Senior Backend Engineer - Maps,"Palo Alto, CA 94301 (Professorville area)",0,
Uber,Senior Frontend Engineer - Maps,"Palo Alto, CA 94304",0,
Fanatics Inc.,"MTS 1, Software Engineer","San Mateo, CA",0,
"Applied StemCell, Inc.",Scientist in stem cell biology and genome editing,"Milpitas, CA",0,
Natera,Scientist /Associate Scientist,"San Carlos, CA 94070",0,
Lockheed Martin,Systems Engineer (Entry Level),"Sunnyvale, CA",0,
AbbVie,Postdoc - Postdoctoral Fellow - Fc Engineering by PxP,"Redwood City, CA",0,
Cray,Account Manager,"San Jose, CA",0,
Apple,Data Engineering Manager,"Santa Clara Valley, CA",0,
Genomic Health,"Scientist, Immune-Oncology","Redwood City, CA 94063",0,
"Relypsa, Inc.","Principal Scientist, Quality Control","Redwood City, CA 94063",0,
SAP,Senior Data Visualization Engineer Job,"Palo Alto, CA",0,
Fresenius Medical Care,"Medical Laboratory Scientist II CA (Microbiology, Full Time)","Milpitas, CA",0,
Facebook,"Administrative Assistant, Applied Machine Learning","Menlo Park, CA",0,
Harvey Nash USA,Supply Chain / Operations Research Analyst,"Cupertino, CA",0,
ProteinSimple,Senior Software Engineer,"San Jose, CA 95134 (North San Jose area)",0,
Facebook,"Data Scientist, Analytics","Menlo Park, CA",0,
Microsoft,Data Scientist II,"Sunnyvale, CA",0,
Proteus Digital Health,Product Data Science Leader (Manager / Senior Manager),"Redwood City, CA 94065",0,
Huawei,Sr. Staff Engineer,"Santa Clara, CA",0,
Edison Pharmaceuticals,Data Scientist,"Mountain View, CA 94043",0,
Scanadu,Senior Data Platform Architect,"Sunnyvale, CA 94089",0,
"Cisco Systems, Inc.",Technical Leader– QA Lead for Big Data and Cloud Technology,"San Jose, CA",0,
Workday,Computer Vision & Deep Learning Engineer,"Pleasanton, CA 94588",0,
Ad.com,Sr. Distributed Computing Software Engineer,"Palo Alto, CA",0,
ABB,Product Manager,"San Jose, CA",0,
Gilead Sciences,"Sr Research Scientist II, Immunology-Oncology","Foster City, CA",0,
Intel,Software Engineer - Machine Learning,"Santa Clara, CA 95052",0,
Evalstat Research Institute,Statistician,"Palo Alto, CA",0,
Facebook,"Applied Research Scientist, Core Machine Learning","Menlo Park, CA",0,
Fathom Computing,Machine Learning Scientist,"Palo Alto, CA",0,
Adverum Biotechnologies,"Senior Scientist, Pre-Clinical","Menlo Park, CA",0,
Bosch,Research Scientist - Machine Learning,"Palo Alto, CA",0,
Stanford University,Research Data Analyst 1,"Stanford, CA 94305",0,
Google,"Machine Learning Deployment Engineer, Professional Services,...","Mountain View, CA",0,
Facebook,"Applied Research Scientist, Speech Recognition Language Mode...","Menlo Park, CA",0,
Verizon,Machine Learning,"San Jose, CA 95131 (North Valley area)",0,
Coupang,Sr. Machine Learning Data Scientist,"Palo Alto, CA",0,
Certara USA Inc,"Director, Pharmacometrics","Menlo Park, CA",0,
Bina Technologies Inc.,"Bioinformatics Scientist, Cancer Genomics","Belmont, CA",0,
Chegg,Director of Consumer Analytics,"Santa Clara, CA 95054",0,
Picarro,Data Scientist,"Santa Clara, CA 95054",0,
Walmart eCommerce,Data Scientist - Anti-Fraud,"Sunnyvale, CA",0,
Gilead,Sr. Research Scientist I- FPD,"Foster City, CA",0,
Nest,Algorithm Leader,"Palo Alto, CA",0,
Morpho Detection,Sr. Computational Scientist,"Newark, CA 94560",0,
Applied Materials Inc.,Physicist/Scientist III - (E3),"Santa Clara, CA",0,
Color Genomics,Variant Scientist,"Burlingame, CA",0,
Gilead Sciences,Sr. Research Scientist I- FPD,"Foster City, CA",0,
Qualcomm,Systems Engineer - Sensors Machine Learning (Santa Clara),"Santa Clara, CA",0,
Ascent Services Group,Research Associate,"Redwood City, CA 94063",0,
Coupang,Principal Data Scientist (Fraud Protection),"Palo Alto, CA",0,
"Integrated DNA Technologies, Inc",Staff Scientist,"Redwood City, CA",0,
C S Bio Co.,R&D QC Scientist,"Menlo Park, CA",0,
Uber,Software Engineer - Maps Workflow,"Palo Alto, CA 94301 (Professorville area)",0,
Theranos,"Scientist, Immunoassays","Palo Alto, CA",0,
Walmart eCommerce,"Principal Software Engineer, Solr Systems","Sunnyvale, CA",0,
Natera,Clinical Laboratory Scientist I,"San Carlos, CA 94070",0,
Smith Hanley Associates,Senior Data Scientist,"San Jose, CA","$75,000 - $85,000 a year",SAS SQL Python Hadoop machine learning
Walmart eCommerce,Software Engineer II,"Sunnyvale, CA",0,
Thermo Fisher Scientific,Senior Marketing Specialist,"San Jose, CA",0,
Humanyze,Software Engineer (Analytics),"Palo Alto, CA",0,
Veear Projects,Senior Data Scientist,"Palo Alto, CA",0,
A9.com,"Senior Manager, Search Analytics","Palo Alto, CA",0,
DuPont,Scientist I / II - Applications Research/Biochemistry (PhD),"Palo Alto, CA",0,
Uber,Fullstack Engineer - Maps,"Palo Alto, CA 94304",0,
Stanford Health Care,Staff CLS Virology,"Palo Alto, CA 94305",0,
Stride Search,Director of Analytics / Data Mining,"Sunnyvale, CA",0,
Primary Data,Senior Engineer: System Management,"Los Altos, CA 94022",0,
Sigmaways,Sr. Data Scientist,"Palo Alto, CA",0,
Walmart eCommerce,Technical Program Manager,"Sunnyvale, CA",0,
Stanford University,Administrative Associate 2 (fixed term),"Stanford, CA 94305",0,
DataVisor,Senior Software Engineer - Algorithms/AI,"Mountain View, CA",0,
AstraZeneca,Clinical Pharmacologist,"Redwood City, CA",0,
Stride Search,Research Scientist,"Palo Alto, CA",0,
Facebook,Product Analyst,"Menlo Park, CA",0,
Clorox,GLP Documentation Specialist,"Pleasanton, CA 94588",0,
Jobspring Partners,Backend Engineer- cool startup in Palo Alto,"Palo Alto, CA","$150,000 - $170,000 a year",
Apple,iTunes Store Commerce Software Engineer,"Santa Clara Valley, CA",0,
Electronic Arts,Research Data Scientist,"Redwood City, CA 94065",0,
Inscopix,Controller,"Palo Alto, CA 94303 (Duveneck-Saint Francis area)",0,
AOL,Sr. Distributed Computing Software Engineer,"Palo Alto, CA",0,
"23andMe, Inc.",Computational Biologist,"Redwood City, CA",0,
Intuit,Senior Search Engineer,"Mountain View, CA 94039",0,
Clontech,Research Scientist I,"Mountain View, CA",0,
Lyra Health,Client Support Specialist,"Burlingame, CA 94010",0,
Exponent,Cyber Security and Identity Manager,"Menlo Park, CA 94025",0,
TERADEEP INC.,Machine Learning / Deep Learning Internship(s),"Campbell, CA","$40,000 - $80,000 a year",Python Java Perl machine learning
Bosch,Research Scientist - Deep Learning,"Palo Alto, CA",0,
Google,"Software Engineer, Machine Learning on Hardware Accelerator","Mountain View, CA",0,
Google,"Quantitative Analyst, Operations Decision Support","Mountain View, CA",0,
Microsoft,APPLIED SCIENTIST 2,"Sunnyvale, CA",0,
Google,The Google Brain Residency 2017 Program (Fixed-Term Employme...,"Mountain View, CA",0,
Google,"Software Engineer, Machine Learning & Artificial Intelligenc...","Mountain View, CA",0,
Qualcomm,Machine Learning Researchers (Qualcomm Research Silicon Vall...,"Santa Clara, CA",0,
Apple,Machine Learning Infrastructure Engineer - Imaging & Vision...,"Santa Clara Valley, CA",0,
Walmart eCommerce,Machine Learning Scientist,"Sunnyvale, CA",0,
"PARC, a Xerox company","PostDoc or Technical Staff, Energy Devices and Systems","Palo Alto, CA",0,
"PARC, a Xerox company","Post-doctoral Scientist, Optoelectronic Materials and Device...","Palo Alto, CA",0,
NVIDIA,Machine Learning Data Scientist,"Santa Clara, CA",0,
Tesla Motors,Senior Data Platform Site Reliability Engineer,"Palo Alto, CA",0,
Apple,Data Scientist - Fitness & Health,"Santa Clara Valley, CA",0,
DuPont,Recovery Scientist II,"Palo Alto, CA",0,
Nauto,Data Scientist,"Palo Alto, CA",0,
Thermo Fisher Scientific,Sr. Staff Embedded Software Engineer,"San Jose, CA",0,
R&D Partners,Associate Scientist - Oncology,"San Mateo, CA",0,
etouch,Core Java Developer with distributed computing,"Mountain View, CA",0,
Huawei,Machine Learning Scientist,"Santa Clara, CA",0,
McKinsey & Company,"Product & Delivery Analyst - Healthcare Analytics, McKinsey...","Silicon Valley, CA",0,
Bosch,Autonomous Driving Machine Learning Engineer,"Palo Alto, CA",0,
BioCentury Publications,Biopharma/Science Writer (Research Analyst),"Redwood City, CA",0,
Intel,Machine – Deep Learning Cloud Solutions Engineering Intern,"Santa Clara, CA 95052",0,
Tandem Recruiting Group,Computer Vision/Machine Learning Researcher,"Santa Clara, CA","$180,000 a year",Python Matlab machine learning
A9.com,"Software Engineer – Machine Learning, Search, Query processi...","Palo Alto, CA",0,
"NextDeavor, Inc.",Sr. Data Scientist,"Mountain View, CA 94041","$150,000 a year",Python Java Hadoop Perl
TERADEEP INC.,STAFF DATA SCIENTIST / DEEP LEARNING,"Campbell, CA","$120,000 - $160,000 a year",Python Java Perl machine learning
DuPont,Scientist II Structural Enzymologist,"Palo Alto, CA",0,
Facebook,Operations Research Scientist,"Menlo Park, CA",0,
Netskope,Technical Writer,"Los Altos, CA 94022",0,
DNAnexus,Senior Software Engineer,"Mountain View, CA",0,
Gilead,"Associate Scientist II, Immunology","Foster City, CA",0,
Coupang,Sr. Data Scientist,"Palo Alto, CA",0,
Payette Group,Data Research Analyst,"Sunnyvale, CA",0,
Exponent,Associate/Engineer/Scientist,"Menlo Park, CA 94025",0,
Carbon3D,Material Handler,"Redwood City, CA 94063",0,
SLAC National Accelerator Laboratory,Beam Line Engineer,"Menlo Park, CA",0,
Ardelyx,Sr. Scientist - GI/Immunology,"Fremont, CA 94555 (Northgate area)",0,
Stanford University,Senior Institutional Research Analyst,"Stanford, CA 94305",0,
Platfora,Data Visualization Architect,"San Mateo, CA 94402 (Beresford area)",0,
Walmart eCommerce,Network Eng with Software/DevOps exp,"Sunnyvale, CA",0,
Impossible Foods,Senior HR Generalist,"Redwood City, CA",0,
Apple,Language Modeling Scientist,"Santa Clara Valley, CA",0,
Ayasdi,Technical Product Manager,"Menlo Park, CA 94025",0,
Quora,User Research,"Mountain View, CA",0,
Neozene,Product Development Scientist,"Redwood City, CA",0,
Transcriptic,Operations Associate (Third Shift),"Menlo Park, CA 94025",0,
Roche,"Scientist I, Sequencing","San Jose, CA",0,
NVIDIA,Research Scientist (Machine Learning),"Santa Clara, CA",0,
SLAC National Accelerator Laboratory,Research Support Intern,"Menlo Park, CA",0,
Amazon Corporate LLC,Applied Scientist,"Palo Alto, CA",0,
DataVisor,Software Engineering Intern,"Mountain View, CA",0,
"PARC, a Xerox company",Research Scientist,"Palo Alto, CA",0,
Google,"Quantitative Analyst/Statistician, Engineering, University G...","Mountain View, CA",0,
A9.com,Manager - Data Sciences - Forecasting and Optimization,"Palo Alto, CA",0,
Walmart eCommerce,Machine Learning Engineer,"Sunnyvale, CA",0,
Google,"Software Engineer, Imaging","Mountain View, CA",0,
QTS,TESS Computer Scientist - NASA,"Mountain View, CA",0,
EverString,Sr. Machine Learning Engineer,"San Mateo, CA 94402 (Beresford area)",0,
Makro Scientific,Scientist II,"Pleasanton, CA",0,
Walmart eCommerce,"Principal Software Engineer, Elasticsearch","Sunnyvale, CA",0,
Ardelyx,Clinical Trial Assistant,"Fremont, CA 94555 (Northgate area)",0,
California State University,Senior Research Analyst (23767),"San Jose, CA",0,
"OSI Engineering, Inc.","Device Insights Data Scientist in Mountain View,CA","Mountain View, CA",0,
10X Genomics,Software Quality Engineer,"Pleasanton, CA",0,
SAP,Full Stack developer - SAP Innovation Center Network Job,"Palo Alto, CA",0,
Intuit,Data Scientist,"Mountain View, CA 94039",0,
Reed Elsevier,Lead Software Engineer,"Menlo Park, CA",0,
"Magic Leap, Inc.",WiFi & Connectivity Senior Software Engineer,"Mountain View, CA 94040",0,
Google,"Software Engineer, Android Internals (Tango)","Mountain View, CA",0,
Cardinal Health,Scientist - Chemistry-Manufacturing & Control,"Santa Clara, CA 95050",0,
SAP,User Experience Design Specialist - SAP Innovation Center Ne...,"Palo Alto, CA",0,
"GenapSys, Inc.",Scientist (Application),"Redwood City, CA",0,
Jazz Pharmaceuticals,"Manager, Biostatistics","Palo Alto, CA 94304",0,
Experis,Research Scientist III: Machine Learning & Neural Networks,"Milpitas, CA 95035",0,
Retail Solutions,Data Scientist,"Mountain View, CA 94043",0,
SanDisk,Sr Data Scientist Job,"Milpitas, CA",0,
Paragon,Quality Engineer DATA,"Mountain View, CA",0,
DuPont,"Scientist II, Flow Cytometry and Cell Sorting Expert","Palo Alto, CA",0,
SAP,Senior Big Data Engineer Job,"Palo Alto, CA",0,
Apple,"Data Scientist, Internet Services Team","Santa Clara Valley, CA",0,
Facebook,"Technical Program Manager, Search Metrics & Evaluation Platf...","Menlo Park, CA",0,
Ellie Mae,Senior Market Research Analyst,"Pleasanton, CA 94588",0,
Samsung Electronics America,Sr. Data Scientist - Strategic Analytics,"Mountain View, CA",0,
LexisNexis,Lead Software Engineer,"Menlo Park, CA",0,
Palantir Technologies,Visual Designer,"Palo Alto, CA",0,
"Cisco Systems, Inc.",Data Scientist - Technology and Quality,"San Jose, CA",0,
Jobspring Partners,Technical Big Data Marketing Engineer,"San Jose, CA 95113 (Downtown area)","$140,000 - $160,000 a year",
Stanford University,Senior Accountant,"Stanford, CA 94305",0,
ProteinSimple,"Manufacturing Laboratory Associate I, Finishing (TEMP)","San Jose, CA 95134 (North San Jose area)",0,
Insight Data Science,Relationship Manager,"Palo Alto, CA",0,
SAP,Developer with ML background for Machine Learning developmen...,"Palo Alto, CA",0,
